time, %cpu, %memory, fd
2018-12-06 11:25:51 , 46.7,34.2 , 6
2018-12-06 11:25:56 , 26.7,28.0 , 6
2018-12-06 11:26:01 , 26.7,26.1 , 6
2018-12-06 11:26:06 , 26.7,26.1 , 6
2018-12-06 11:26:12 , 26.7,26.1 , 6
2018-12-06 11:26:17 , 93.3,42.6 , 6
2018-12-06 11:26:22 , 18.8,26.1 , 6
2018-12-06 11:26:27 , 26.7,26.1 , 6
2018-12-06 11:26:32 , 26.7,26.1 , 6
2018-12-06 11:26:37 , 26.7,42.6 , 6
2018-12-06 11:26:42 , 26.7,26.1 , 6
2018-12-06 11:26:48 , 33.3,26.1 , 6
2018-12-06 11:26:53 , 46.7,42.6 , 6
2018-12-06 11:26:58 , 26.7,26.1 , 6
2018-12-06 11:27:03 , 26.7,26.1 , 6
2018-12-06 11:27:08 , 26.7,42.6 , 6
2018-12-06 11:27:13 , 31.2,26.1 , 6
2018-12-06 11:27:19 , 26.7,26.1 , 6
2018-12-06 11:27:24 , 26.7,26.1 , 6
2018-12-06 11:27:29 , 26.7,42.6 , 6
2018-12-06 11:27:34 , 25.0,26.1 , 6
2018-12-06 11:27:39 , 26.7,26.1 , 6
2018-12-06 11:27:45 , 100.0,27.3 , 6
2018-12-06 11:27:50 , 25.0,42.6 , 6
2018-12-06 11:27:55 , 26.7,26.1 , 6
2018-12-06 11:28:00 , 93.3,34.8 , 6
2018-12-06 11:28:05 , 93.3,31.4 , 6
2018-12-06 11:28:10 , 26.7,55.2 , 6
2018-12-06 11:28:16 , 53.3,45.9 , 6
2018-12-06 11:28:21 , 53.3,37.6 , 6
2018-12-06 11:28:26 , 56.2,45.2 , 6
2018-12-06 11:28:31 , 93.3,45.9 , 6
2018-12-06 11:28:37 , 40.0,44.3 , 6
2018-12-06 11:28:42 , , 0
2018-12-06 11:28:47 , , 0
2018-12-06 11:28:52 , , 0
