time\t VIRT\t RES\t SHR\t %cpu\t %memory\t TIME+\t fd
2018-12-06 15:54:38 \t 3616256 3.220g 2684 20.0 41.8 4:02.87 , 6
2018-12-06 15:54:40 \t 3882456 2.650g 2684 53.3 34.4 4:04.17 , 6
2018-12-06 15:54:42 \t 3882456 3.435g 2684 52.9 44.6 4:05.05 , 6
2018-12-06 15:54:44 \t 3353176 2.817g 2684 387.5 36.6 4:09.08 , 5
2018-12-06 15:54:47 \t 3402660 2.948g 2684 100.0 38.3 4:16.78 , 5
2018-12-06 15:54:49 \t 2797684 2.412g 2684 26.7 31.3 4:18.66 , 6
2018-12-06 15:54:51 \t 2797684 2.412g 2684 20.0 31.3 4:19.23 , 6
2018-12-06 15:54:53 \t 3908404 3.499g 2684 47.4 45.4 4:22.28 , 6
2018-12-06 15:54:55 \t 2346752 2.010g 2684 26.7 26.1 4:23.19 , 6
2018-12-06 15:54:58 \t 3336292 2.953g 2684 20.0 38.4 4:24.26 , 6
2018-12-06 15:55:00 \t 3844936 2.187g 2684 53.3 28.4 4:29.18 , 6
2018-12-06 15:55:02 \t 3844936 3.194g 2684 50.0 41.5 4:30.32 , 6
2018-12-06 15:55:04 \t 2466448 2.114g 2684 100.0 27.5 4:32.89 , 5
2018-12-06 15:55:06 \t 2466448 2.114g 2684 33.3 27.5 4:33.67 , 6
2018-12-06 15:55:09 \t 3616256 3.220g 2684 400.0 41.8 4:35.48 , 5
2018-12-06 15:55:11 \t 2346752 2.010g 2684 26.7 26.1 4:38.95 , 6
2018-12-06 15:55:13 \t 2346752 2.010g 2684 33.3 26.1 4:39.58 , 6
2018-12-06 15:55:15 \t 4085924 3.668g 2684 13.3 47.6 4:41.07 , 6
2018-12-06 15:55:17 \t 4085924 3.668g 2684 186.7 47.6 4:48.35 , 5
2018-12-06 15:55:19 \t 5135096 3.442g 2684 53.3 44.7 4:50.02 , 6
2018-12-06 15:55:22 \t 5135096 4.423g 2208 53.3 57.4 4:51.07 , 6
2018-12-06 15:55:24 \t 3844936 2.141g 2208 46.7 27.8 4:53.76 , 6
2018-12-06 15:55:26 \t 3844936 3.438g 2208 53.3 44.6 4:54.93 , 6
2018-12-06 15:55:28 \t 2508248 2.141g 2208 100.0 27.8 4:58.07 , 5
2018-12-06 15:55:30 \t 2508248 2.141g 2208 33.3 27.8 4:58.75 , 6
2018-12-06 15:55:32 \t 3616256 3.220g 2208 386.7 41.8 5:01.53 , 5
2018-12-06 15:55:35 \t 2346752 2.010g 2208 26.7 26.1 5:02.79 , 6
2018-12-06 15:55:37 \t 2346752 2.010g 2208 33.3 26.1 5:04.89 , 6
2018-12-06 15:55:39 \t 2346752 2.010g 2208 26.7 26.1 5:05.49 , 6
2018-12-06 15:55:41 \t 2346752 2.010g 2208 50.0 26.1 5:07.21 , 6
2018-12-06 15:55:43 \t 2346752 2.010g 2208 26.7 26.1 5:07.83 , 6
2018-12-06 15:55:45 \t 4045920 3.616g 2208 93.3 47.0 5:09.44 , 6
2018-12-06 15:55:48 \t 4085924 3.668g 2208 100.0 47.6 5:13.73 , 5
2018-12-06 15:55:50 \t 5165156 3.890g 2208 60.0 50.5 5:15.31 , 6
2018-12-06 15:55:52 \t 5165156 4.697g 2208 106.7 61.0 5:16.43 , 6
2018-12-06 15:55:54 \t 2346752 2.010g 2208 33.3 26.1 5:18.46 , 6
2018-12-06 15:55:56 \t 3908408 3.499g 2208 180.0 45.4 5:20.52 , 5
2018-12-06 15:55:59 \t 2346752 2.010g 2208 25.0 26.1 5:21.39 , 6
2018-12-06 15:56:01 \t 3608724 3.072g 2208 93.8 39.9 5:22.65 , 6
2018-12-06 15:56:03 \t 3678896 3.280g 2208 106.7 42.6 5:25.06 , 6
2018-12-06 15:56:05 \t 3678896 3.280g 2208 20.0 42.6 5:25.61 , 6
2018-12-06 15:56:07 \t 2346752 2.010g 2208 33.3 26.1 5:27.16 , 6
2018-12-06 15:56:09 \t 2346752 2.010g 2208 33.3 26.1 5:27.76 , 6
2018-12-06 15:56:12 \t 3616256 3.220g 2208 93.8 41.8 5:29.58 , 5
2018-12-06 15:56:14 \t 2346752 2.010g 2208 26.7 26.1 5:30.29 , 6
2018-12-06 15:56:16 \t 3656552 3.131g 2208 100.0 40.7 5:31.58 , 6
2018-12-06 15:56:18 \t 3678896 3.280g 2208 53.3 42.6 5:33.73 , 6
2018-12-06 15:56:20 \t 3908404 3.499g 2208 100.0 45.4 5:35.31 , 5
2018-12-06 15:56:22 \t 2346752 2.010g 2208 33.3 26.1 5:36.18 , 6
2018-12-06 15:56:24 \t 3336292 2.953g 2208 46.7 38.4 5:37.30 , 6
2018-12-06 15:56:27 \t 2346752 2.010g 2208 26.7 26.1 5:38.05 , 6
2018-12-06 15:56:29 \t 3603824 3.208g 2208 100.0 41.7 5:39.30 , 6
2018-12-06 15:56:31 \t 2346752 2.010g 2208 26.7 26.1 5:40.45 , 6
2018-12-06 15:56:33 \t 3180824 2.576g 2208 106.7 33.4 5:41.48 , 6
2018-12-06 15:56:35 \t 4085924 3.668g 2208 100.0 47.6 5:43.58 , 5
2018-12-06 15:56:37 \t 3678896 3.280g 2208 100.0 42.6 5:44.93 , 6
2018-12-06 15:56:40 \t 2346752 2.010g 2208 26.7 26.1 5:46.21 , 6
2018-12-06 15:56:42 \t 3139888 2.766g 2208 100.0 35.9 5:47.19 , 6
2018-12-06 15:56:44 \t 2346752 2.010g 2208 33.3 26.1 5:48.05 , 6
2018-12-06 15:56:46 \t 3131004 2.757g 2208 93.3 35.8 5:49.07 , 6
2018-12-06 15:56:48 \t 2346752 2.010g 2208 26.7 26.1 5:50.41 , 6
2018-12-06 15:56:50 \t 2818412 2.170g 2208 100.0 28.2 5:51.28 , 6
2018-12-06 15:56:53 \t 4085924 3.668g 2208 106.7 47.6 5:53.36 , 5
2018-12-06 15:56:55 \t 3678896 3.280g 2208 100.0 42.6 5:54.41 , 6
2018-12-06 15:56:57 \t 2346752 2.010g 2208 26.7 26.1 5:56.05 , 6
2018-12-06 15:56:59 \t 2346752 2.010g 2208 26.7 26.1 5:56.65 , 6
2018-12-06 15:57:01 \t 2346752 2.010g 2208 26.7 26.1 5:57.92 , 6
2018-12-06 15:57:03 \t 2464632 2.122g 2208 100.0 27.6 5:58.65 , 6
2018-12-06 15:57:06 \t 2346752 2.010g 2208 31.2 26.1 6:00.26 , 6
2018-12-06 15:57:08 \t 2346752 2.010g 2208 26.7 26.1 6:00.88 , 6
2018-12-06 15:57:10 \t 4085924 3.668g 2208 100.0 47.6 6:03.01 , 5
2018-12-06 15:57:12 \t 3678896 3.280g 2208 33.3 42.6 6:04.31 , 6
2018-12-06 15:57:14 \t 2346752 2.010g 2208 26.7 26.1 6:05.96 , 6
2018-12-06 15:57:16 \t 2346752 2.010g 2208 26.7 26.1 6:06.54 , 6
2018-12-06 15:57:18 \t 2346752 2.010g 2208 26.7 26.1 6:07.81 , 6
2018-12-06 15:57:21 \t 2346752 2.010g 2208 26.7 26.1 6:08.40 , 6
2018-12-06 15:57:23 \t 2346752 2.010g 2208 33.3 26.1 6:10.17 , 6
2018-12-06 15:57:25 \t 2346752 2.010g 2208 26.7 26.1 6:10.79 , 6
2018-12-06 15:57:27 \t 4085924 3.668g 2208 73.3 47.6 6:12.51 , 6
2018-12-06 15:57:29 \t 3678896 3.280g 2208 33.3 42.6 6:14.05 , 6
2018-12-06 15:57:31 \t 3908404 3.499g 2208 93.3 45.4 6:15.64 , 5
2018-12-06 15:57:34 \t 2346752 2.010g 2208 26.7 26.1 6:16.34 , 6
2018-12-06 15:57:36 \t 3882456 2.010g 2208 93.3 26.1 6:17.63 , 6
2018-12-06 15:57:38 \t 3882456 2.993g 2208 53.3 38.9 6:18.75 , 6
2018-12-06 15:57:40 \t 3059004 2.618g 2208 106.7 34.0 6:20.47 , 6
2018-12-06 15:57:42 \t 2550204 2.204g 2208 26.7 28.6 6:22.01 , 6
2018-12-06 15:57:44 \t 2550204 2.204g 2208 33.3 28.6 6:22.60 , 6
2018-12-06 15:57:47 \t 4085972 2.423g 2208 50.0 31.5 6:24.41 , 6
2018-12-06 15:57:49 \t 4085972 3.252g 2208 33.3 42.2 6:25.25 , 6
2018-12-06 15:57:51 \t 3059068 2.689g 2208 66.7 34.9 6:27.01 , 5
2018-12-06 15:57:53 \t 2550268 2.204g 2208 31.2 28.6 6:28.50 , 6
2018-12-06 15:57:55 \t 3908404 3.499g 2208 100.0 45.4 6:30.07 , 5
