time\t VIRT\t RES\t SHR\t %cpu\t %memory\t TIME+\t fd
2018-12-06 15:44:06 \t 1538872 1.278g 3568 100.0 16.6 0:31.09 , 6
2018-12-06 15:44:08 \t 1538872 1.357g 3568 100.0 17.6 0:33.24 , 6
2018-12-06 15:44:11 \t 1541664 1.448g 3568 93.8 18.8 0:35.39 , 6
2018-12-06 15:44:13 \t 3035748 1.452g 3568 31.2 18.9 0:36.41 , 7
2018-12-06 15:44:15 \t 3035748 1.452g 3568 40.0 18.9 0:36.97 , 6
2018-12-06 15:44:17 \t 3035748 1.452g 3568 100.0 18.9 0:38.30 , 6
2018-12-06 15:44:19 \t 3035748 1.452g 3568 93.8 18.9 0:40.45 , 6
2018-12-06 15:44:21 \t 3035748 1.452g 3568 20.0 18.9 0:41.47 , 6
2018-12-06 15:44:24 \t 3035748 1.452g 3568 100.0 18.9 0:42.99 , 6
2018-12-06 15:44:26 \t 3035748 1.452g 3568 100.0 18.9 0:45.12 , 6
2018-12-06 15:44:28 \t 3035748 1.452g 3568 100.0 18.9 0:47.27 , 6
2018-12-06 15:44:30 \t 3035748 1.452g 3568 93.8 18.9 0:49.41 , 6
2018-12-06 15:44:32 \t 3035748 1.452g 3568 100.0 18.9 0:51.56 , 6
2018-12-06 15:44:34 \t 3035748 1.452g 3568 100.0 18.9 0:53.71 , 6
2018-12-06 15:44:37 \t 3035748 1.454g 3568 100.0 18.9 0:55.85 , 6
2018-12-06 15:44:39 \t 3035748 1.454g 3568 93.3 18.9 0:58.00 , 6
2018-12-06 15:44:41 \t 3035748 1.454g 3568 100.0 18.9 1:00.15 , 6
2018-12-06 15:44:43 \t 3035748 1.454g 3568 100.0 18.9 1:02.30 , 6
2018-12-06 15:44:45 \t 3035748 1.454g 3568 100.0 18.9 1:04.45 , 6
2018-12-06 15:44:47 \t 3035748 1.454g 3568 100.0 18.9 1:06.60 , 6
2018-12-06 15:44:49 \t 3035748 1.454g 3568 100.0 18.9 1:08.75 , 6
2018-12-06 15:44:52 \t 3035748 1.454g 3568 93.3 18.9 1:10.89 , 6
2018-12-06 15:44:54 \t 3035748 1.454g 3568 100.0 18.9 1:13.03 , 6
2018-12-06 15:44:56 \t 3035748 1.454g 3568 33.3 18.9 1:14.58 , 7
2018-12-06 15:44:58 \t 3035748 1.454g 3568 30.0 18.9 1:15.17 , 6
2018-12-06 15:45:00 \t 3035748 1.454g 3568 50.0 18.9 1:15.68 , 6
2018-12-06 15:45:02 \t 3035748 1.454g 3568 100.0 18.9 1:17.64 , 6
