3.22193s : 	1073741819	34749129	0
7.17456s : 	1073741808	35830666	0
10.3367s : 	1073741782	36795266	0
13.6344s : 	1073741706	37886197	0
16.7783s : 	1073741571	39068699	0
20.667s : 	1073741330	38298167	0
24.3416s : 	1073740872	41585843	0
29.7226s : 	1073740013	42880279	0
33.7633s : 	1073738606	44261895	0
37.9912s : 	1073736424	45595104	0
41.6126s : 	1073733259	47083382	0
44.8869s : 	1073728731	48546924	0
48.2738s : 	1073722149	50064868	0
50.9663s : 	1073712912	51609995	0
55.2982s : 	1073700492	53261251	0
58.8246s : 	1073684037	54865311	0
62.4025s : 	1073662805	56300940	0
65.9754s : 	1073635222	57894705	0
69.1619s : 	1073602203	57294879	0
73.0383s : 	1073558927	61570257	0
76.8218s : 	1073506011	62078819	0
80.6543s : 	1073438694	65520800	0
84.4798s : 	1073360997	64968392	0
88.4021s : 	1073262180	69660928	0
92.4329s : 	1073144310	71088059	0
98.8955s : 	1073002459	74118768	0
104.646s : 	1072838565	74562580	0
107.973s : 	1072643396	77571662	0
112.257s : 	1072408818	81119509	0
116.549s : 	1072135955	83542823	0
121.062s : 	1071821026	85534383	0
125.428s : 	1071458989	87316187	0
127.231s : 	1071010901	60186996	0
128.956s : 	1070494551	60630506	0
131.104s : 	1069901655	61160461	0
133.086s : 	1069226457	61606443	0
134.904s : 	1068454926	62214351	0
136.657s : 	1067578466	61452885	0
138.499s : 	1066589131	62134254	0
140.527s : 	1065539218	63386012	0
142.638s : 	1064287692	64607034	0
144.508s : 	1062899297	64793198	0
148.5s : 	1061341664	65510257	0
152.288s : 	1059614811	65748049	0
155.212s : 	1057687716	66314200	0
158.654s : 	1055568167	66603273	0
162.428s : 	1053226142	67133037	0
165.501s : 	1050666540	66959627	0
165.53s : 	1050666433	38802	0
169.326s : 	1047866289	66877062	0
173.114s : 	1044820147	66882381	0
173.669s : 	1042759939	19956129	0
174.879s : 	1042060659	4732851	0
178.615s : 	1038574213	65653578	0
184.018s : 	1034928354	66761501	0
188.579s : 	1030921465	66213399	0
190.634s : 	1029962701	5962078	0
191.892s : 	1028953844	6250738	0
195.753s : 	1024388800	68159328	0
197.048s : 	1023983450	2143378	0
200.792s : 	1019083295	65859327	0
204.626s : 	1013994994	67310128	0
208.479s : 	1008407457	66665628	0
212.731s : 	1002392597	66842094	0
218.209s : 	996154906	64758327	0
221.982s : 	989459192	64652405	0
225.696s : 	982211780	64950524	0
229.352s : 	974563170	63926807	0
233.003s : 	966519511	62630793	0
234.75s : 	957561088	63173561	0
236.476s : 	948617881	62629280	0
238.082s : 	943658664	19836241	0
239.855s : 	933456452	64841298	0
241.6s : 	922764353	64363277	0
243.364s : 	911597068	63797882	0
245.308s : 	899914926	63434448	0
247.322s : 	887694590	63066138	0
249.059s : 	874976807	62679606	0
250.725s : 	861871792	60194894	0
254.225s : 	848383894	59173267	0
257.77s : 	834375452	58768740	0
258.1s : 	828890602	14045057	0
261.558s : 	814275060	58213927	0
264.15s : 	799144240	57726162	0
267.021s : 	783646853	56757534	0
271.266s : 	767692842	56135560	0
277.19s : 	751737066	52692412	0
278.522s : 	735491170	51627809	0
281.833s : 	719221946	49843570	0
284.163s : 	702927627	47085537	0
287.756s : 	686499732	47838031	0
291.254s : 	669498189	47825030	0
294.685s : 	651886602	47770390	0
297.891s : 	634138261	46639480	0
301.359s : 	616910693	43796481	0
306.344s : 	599067579	43879907	0
309.346s : 	580992527	43134588	0
312.367s : 	563293265	40980864	0
314.909s : 	545403597	40203338	0
317.797s : 	527180941	39778270	0
320.627s : 	509063008	38500444	0
321.511s : 	490587660	37522066	0
322.436s : 	472172168	37782549	0
325.428s : 	454576434	34602454	0
326.977s : 	442647966	20091536	0
327.794s : 	424124730	35312687	0
328.598s : 	405884695	33914826	0
329.333s : 	387988206	32528127	0
330.042s : 	370366795	31274703	0
330.717s : 	353030261	30041587	0
331.353s : 	336086758	28729627	0
334.378s : 	319456324	27601154	0
337.301s : 	303337027	26223309	0
337.88s : 	287556111	25187459	0
337.97s : 	284696507	3600636	0
340.729s : 	269534201	23739315	0
342.279s : 	254765545	22694633	0
344.36s : 	240515633	21506858	0
345.484s : 	239920090	739332	0
348.184s : 	226104791	20480684	0
349.307s : 	225923237	206990	0
350.733s : 	214476210	16138117	0
351.153s : 	201093505	19472881	0
353.779s : 	188213019	18445032	0
356.473s : 	175838223	17475101	0
358.663s : 	164955935	14983943	0
360.849s : 	154312451	14444386	0
363.385s : 	143859026	13994744	0
365.738s : 	133903362	13176578	0
368.332s : 	124751427	11929626	0
370.986s : 	115816799	11505492	0
373.551s : 	107277087	10894151	0
375.737s : 	99388062	9961108	0
377.751s : 	91870302	9391223	0
378.886s : 	90581841	1483965	0
381.475s : 	83348793	8944226	0
382.592s : 	83301850	53839	0
382.767s : 	76536675	8327270	0
382.768s : 	76494915	49194	0
382.934s : 	69798249	8144383	0
382.936s : 	69760333	45065	0
385.54s : 	63848866	7126554	0
386.657s : 	63818208	37418	0
389.114s : 	58346961	6553923	0
390.231s : 	58319303	34289	0
390.366s : 	53129497	6171959	0
390.481s : 	48349083	5649585	0
390.586s : 	43942217	5179608	0
390.683s : 	39881968	4745517	0
390.773s : 	36143431	4346939	0
392.862s : 	32720674	3963652	0
394.834s : 	29579753	3626643	0
394.838s : 	29462712	156338	0
394.87s : 	27872431	1794101	0
394.928s : 	24979470	3287783	0
396.919s : 	24042211	1076430	0
398.893s : 	23193238	983868	0
398.953s : 	20540423	3013466	0
401.386s : 	18152481	2719347	0
402.572s : 	15981917	2480629	0
404.24s : 	14021177	2243261	0
406.537s : 	12249624	2026577	0
406.541s : 	12140680	158299	0
408.88s : 	11538860	728466	0
411.181s : 	10081674	1683537	0
413.457s : 	8796331	1495810	0
415.57s : 	7658166	1336998	0
417.934s : 	7099829	691901	0
420.177s : 	6281955	983815	0
421.368s : 	6274582	10352	0
423.433s : 	5558661	886963	0
423.439s : 	5404452	224694	0
425.77s : 	4909180	642889	0
427.772s : 	4490801	567717	0
429.627s : 	4127524	515074	0
431.695s : 	4021366	175037	0
434.075s : 	3802434	327612	0
436.462s : 	3478250	470641	0
436.474s : 	3199077	426196	0
436.485s : 	2945393	402767	0
438.774s : 	2758778	306878	0
438.784s : 	2584869	298164	0
438.793s : 	2476990	222577	0
440.772s : 	2390897	188840	0
440.78s : 	2314900	175067	0
440.783s : 	2273588	96626	0
440.792s : 	2202558	169967	0
440.802s : 	2127610	175016	0
443.073s : 	2063119	163991	0
444.207s : 	2002496	154276	0
444.213s : 	1940225	157204	0
446.362s : 	1881208	153735	0
448.696s : 	1826340	145118	0
450.551s : 	1775932	138700	0
450.569s : 	1752215	24112	0
452.455s : 	1704335	131161	0
454.804s : 	1658383	125806	0
455.924s : 	1617838	116424	0
458.266s : 	1576153	117112	0
460.426s : 	1535566	113025	0
462.827s : 	1497686	107241	0
465.035s : 	1459075	104307	0
466.11s : 	1422085	103886	0
468.056s : 	1385951	100461	0
468.063s : 	1349666	101347	0
470.035s : 	1315689	95909	0
470.038s : 	1295877	52807	0
472.403s : 	1262968	92440	0
473.871s : 	1229515	91422	0
473.873s : 	1214387	39518	0
