runtime 	  walksum  	 nwalks  	  total_edges  
1334.24s : 	10653	642	0
1336.19s : 	10650	658	0
1337.27s : 	10648	645	0
1339.2s : 	10643	650	0
1341.1s : 	10640	646	0
1343.03s : 	10628	671	0
1343.03s : 	10613	676	0
1343.03s : 	10605	653	0
1344.89s : 	10591	669	0
1344.9s : 	10582	654	0
1344.9s : 	10565	671	0
1346.87s : 	10540	688	0
1346.87s : 	10512	693	0
1348.77s : 	10470	715	0
1348.77s : 	10428	714	0
1350.8s : 	10406	679	0
1352.64s : 	10372	700	0
1353.7s : 	10372	622	0
1355.59s : 	10372	619	0
1355.59s : 	10367	626	0
1355.59s : 	10354	648	0
1356.65s : 	10337	654	0
1356.65s : 	10312	671	0
1356.65s : 	10280	681	0
1357.74s : 	10205	754	0
1359.59s : 	10131	753	0
1360.65s : 	10052	763	0
1361.91s : 	10052	606	0
1363.8s : 	10049	615	0
1365.75s : 	10046	613	0
1367.75s : 	10038	623	0
1369.75s : 	10025	636	0
1371.65s : 	10012	634	0
1373.36s : 	10011	608	0
1375.27s : 	10004	619	0
1377.18s : 	9992	627	0
1379.15s : 	9992	591	0
1379.15s : 	9992	591	0
1381.11s : 	9984	613	0
1381.12s : 	9969	625	0
1381.12s : 	9951	630	0
1381.12s : 	9934	627	0
1383.03s : 	9921	621	0
1383.03s : 	9898	637	0
1383.03s : 	9872	642	0
1384.94s : 	9849	637	0
1386.94s : 	9823	640	0
1388.04s : 	9794	645	0
1389.12s : 	9755	661	0
1391.15s : 	9713	666	0
1391.15s : 	9684	644	0
1391.15s : 	9642	665	0
1393.07s : 	9642	576	0
1393.07s : 	9639	581	0
1393.07s : 	9634	583	0
1394.33s : 	9630	582	0
1395.38s : 	9630	568	0
1397.25s : 	9618	592	0
1399.14s : 	9602	602	0
1400.32s : 	9498	745	0
1402.22s : 	9498	563	0
1404.12s : 	9489	581	0
1405.19s : 	9472	597	0
1406.24s : 	9454	598	0
1407.3s : 	9454	546	0
1409.27s : 	9451	559	0
1411.15s : 	9443	568	0
1413.06s : 	9431	578	0
1413.06s : 	9420	574	0
1414.95s : 	9413	565	0
1414.95s : 	9407	563	0
1414.95s : 	9398	568	0
1416.94s : 	9383	579	0
1416.94s : 	9365	587	0
1416.94s : 	9321	626	0
1416.95s : 	9297	595	0
1418.91s : 	9285	574	0
1420s : 	9268	584	0
1421.94s : 	9251	584	0
1421.94s : 	9229	594	0
1423.94s : 	9192	617	0
1425.96s : 	9141	639	0
1427.89s : 	9082	653	0
1427.89s : 	9042	622	0
1428.96s : 	9027	579	0
1428.96s : 	9027	546	0
1430.36s : 	9024	554	0
1432.21s : 	9015	564	0
1434.13s : 	9000	575	0
1434.13s : 	8995	557	0
1435.22s : 	8995	498	0
1436.94s : 	8992	510	0
1438.86s : 	8986	529	0
1440.74s : 	8979	530	0
1442.68s : 	8960	561	0
1444.7s : 	8949	541	0
1445.79s : 	8934	548	0
1447.82s : 	8923	537	0
1449.7s : 	8912	536	0
1451.63s : 	8896	544	0
1451.63s : 	8890	522	0
1451.63s : 	8881	527	0
1451.63s : 	8862	545	0
1451.63s : 	8840	548	0
1453.59s : 	8805	568	0
1453.6s : 	8767	573	0
1453.6s : 	8726	576	0
1453.6s : 	8679	592	0
1454.82s : 	8665	536	0
1456.77s : 	8642	550	0
1458.71s : 	8610	562	0
1460.72s : 	8564	586	0
1461.82s : 	8528	569	0
1463.09s : 	8506	548	0
1465.02s : 	8480	557	0
1465.03s : 	8449	564	0
1465.03s : 	8424	556	0
1466.35s : 	8407	541	0
1467.43s : 	8383	551	0
1469.27s : 	8356	556	0
1471.2s : 	8333	550	0
1471.2s : 	8330	507	0
1472.29s : 	8329	500	0
1474.2s : 	8326	502	0
1476.11s : 	8326	483	0
1478.01s : 	8323	498	0
1479.1s : 	8315	508	0
1481.13s : 	8303	512	0
1482.21s : 	8287	524	0
1484.12s : 	8267	528	0
1486.05s : 	8238	546	0
1486.05s : 	8231	505	0
1486.06s : 	8216	519	0
1487.98s : 	8190	538	0
1487.98s : 	8167	530	0
1487.98s : 	8135	546	0
1487.98s : 	8096	557	0
1489.09s : 	8083	514	0
1489.09s : 	8062	526	0
1489.09s : 	8061	477	0
1490.3s : 	8055	486	0
1492.27s : 	8046	499	0
1494.21s : 	8034	504	0
1496.15s : 	8016	513	0
1497.22s : 	7995	518	0
1498.29s : 	7966	529	0
1498.3s : 	7929	546	0
1498.3s : 	7886	556	0
1500.29s : 	7844	553	0
1502.27s : 	7815	529	0
1504.1s : 	7797	513	0
1506s : 	7776	518	0
1507s : 	7776	470	0
1507s : 	7770	482	0
1508.28s : 	7759	492	0
1510.24s : 	7749	489	0
1511.32s : 	7746	475	0
1513.2s : 	7738	485	0
1514.4s : 	7727	489	0
1516.3s : 	7714	491	0
1518.09s : 	7709	477	0
1519.99s : 	7709	468	0
1519.99s : 	7689	501	0
1519.99s : 	7671	499	0
1519.99s : 	7652	500	0
1519.99s : 	7632	501	0
1519.99s : 	7614	497	0
1521.89s : 	7593	500	0
1521.89s : 	7563	515	0
1522.93s : 	7558	477	0
1524.85s : 	7546	487	0
1525.93s : 	7523	504	0
1525.93s : 	7497	509	0
1527.87s : 	7494	474	0
1529.78s : 	7494	465	0
1529.78s : 	7494	463	0
1531.71s : 	7489	472	0
1531.71s : 	7478	486	0
1533.67s : 	7461	494	0
1535.6s : 	7440	501	0
1536.71s : 	7423	494	0
1537.78s : 	7406	495	0
1539.73s : 	7389	494	0
1539.74s : 	7369	500	0
1541.62s : 	7369	463	0
1542.7s : 	7369	453	0
1543.77s : 	7369	449	0
1545.69s : 	7365	455	0
1547.6s : 	7355	467	0
1549.5s : 	7355	445	0
1550.59s : 	7352	449	0
1551.64s : 	7342	460	0
1551.64s : 	7326	470	0
1551.64s : 	7307	478	0
1551.64s : 	7288	479	0
1553.53s : 	7268	480	0
1553.53s : 	7254	468	0
1555.43s : 	7229	488	0
1555.43s : 	7211	479	0
1555.44s : 	7211	435	0
1555.44s : 	7210	436	0
1557.42s : 	7175	499	0
1557.42s : 	7168	447	0
1559.33s : 	7154	461	0
1561.21s : 	7136	468	0
1563.12s : 	7114	472	0
1565.01s : 	7093	471	0
1566.4s : 	7076	466	0
1566.4s : 	7076	426	0
1568.43s : 	7070	438	0
1569.5s : 	7067	435	0
1570.58s : 	7058	446	0
1570.58s : 	7048	447	0
1572.37s : 	7037	448	0
1574.28s : 	7028	445	0
1576.2s : 	7011	460	0
1578.09s : 	7000	448	0
1580.1s : 	6982	458	0
1581.16s : 	6973	446	0
1583.13s : 	6970	432	0
1583.13s : 	6964	440	0
1583.13s : 	6952	448	0
1585.04s : 	6944	442	0
1586.92s : 	6925	457	0
1586.93s : 	6914	445	0
1588s : 	6900	448	0
1589.9s : 	6893	441	0
1589.9s : 	6872	460	0
1591.82s : 	6856	455	0
1591.82s : 	6846	446	0
1591.82s : 	6843	431	0
1591.82s : 	6837	437	0
1593.68s : 	6834	430	0
1593.68s : 	6834	415	0
1595.61s : 	6831	424	0
1597.54s : 	6809	459	0
1599.45s : 	6808	416	0
1599.45s : 	6803	422	0
1601.38s : 	6803	414	0
1603.28s : 	6803	411	0
1605.22s : 	6803	409	0
1607.09s : 	6798	422	0
1609.12s : 	6788	433	0
1609.12s : 	6774	439	0
1610.59s : 	6753	452	0
1611.87s : 	6740	438	0
1612.96s : 	6740	400	0
1612.96s : 	6735	411	0
1614.9s : 	6730	411	0
1616.1s : 	6726	410	0
1618.04s : 	6717	416	0
1619.93s : 	6704	424	0
1621.83s : 	6687	429	0
1623.74s : 	6686	402	0
1623.74s : 	6682	405	0
1624.79s : 	6682	394	0
1627.38s : 	6679	399	0
1628.44s : 	6665	416	0
1628.44s : 	6651	416	0
1628.44s : 	6637	415	0
1629.52s : 	6620	420	0
1629.52s : 	6597	430	0
1629.52s : 	6566	446	0
1629.52s : 	6534	447	0
1631.44s : 	6514	425	0
1631.45s : 	6514	395	0
1632.98s : 	6497	420	0
1634.43s : 	6488	410	0
1636.36s : 	6475	416	0
1636.36s : 	6472	397	0
1638.34s : 	6472	386	0
1640.26s : 	6465	399	0
1640.26s : 	6465	380	0
1642.2s : 	6459	392	0
1644.13s : 	6446	404	0
1646.11s : 	6427	412	0
1648.06s : 	6404	418	0
1649.34s : 	6379	420	0
1651.29s : 	6348	429	0
1652.81s : 	6331	409	0
1652.81s : 	6303	424	0
1654.12s : 	6291	401	0
1656.06s : 	6290	366	0
1657.98s : 	6285	383	0
1659.86s : 	6274	394	0
1659.86s : 	6266	388	0
1659.86s : 	6255	391	0
1659.86s : 	6252	378	0
1661.76s : 	6247	381	0
1663.66s : 	6235	391	0
1665.67s : 	6219	400	0
1665.67s : 	6199	406	0
1665.67s : 	6172	419	0
1665.67s : 	6164	388	0
1667.56s : 	6153	391	0
1667.56s : 	6150	376	0
1669.45s : 	6144	380	0
1670.54s : 	6135	385	0
1672.55s : 	6131	378	0
1672.56s : 	6128	375	0
1674.43s : 	6125	374	0
1675.48s : 	6115	387	0
1676.54s : 	6100	395	0
1678.45s : 	6084	396	0
1678.45s : 	6063	403	0
1680.33s : 	6039	408	0
1681.53s : 	6020	399	0
1683.43s : 	6017	375	0
1685.29s : 	6014	372	0
1687.18s : 	6003	388	0
1688.24s : 	5995	383	0
1688.24s : 	5995	367	0
1690.26s : 	5992	373	0
1691.42s : 	5987	375	0
1691.42s : 	5974	386	0
1693.31s : 	5972	369	0
1693.32s : 	5963	378	0
1695.23s : 	5950	382	0
1695.23s : 	5944	375	0
1697.11s : 	5933	383	0
1697.11s : 	5933	366	0
1699s : 	5933	359	0
1700.95s : 	5930	363	0
1702.87s : 	5926	364	0
1704.54s : 	5926	350	0
1704.55s : 	5920	363	0
1704.55s : 	5911	369	0
1706.44s : 	5900	371	0
1706.44s : 	5893	364	0
1708.35s : 	5893	350	0
1708.35s : 	5889	360	0
1708.35s : 	5879	368	0
1710.23s : 	5876	359	0
1711.29s : 	5858	388	0
1713.27s : 	5849	370	0
1714.27s : 	5841	368	0
1715.59s : 	5828	379	0
1717.49s : 	5820	369	0
1717.49s : 	5808	377	0
1718.69s : 	5801	367	0
1720.58s : 	5791	375	0
1722.48s : 	5779	377	0
1724.38s : 	5769	374	0
1726.25s : 	5758	376	0
1726.26s : 	5746	377	0
1727.33s : 	5740	364	0
1728.83s : 	5731	371	0
1728.83s : 	5731	341	0
1728.83s : 	5726	347	0
1730.76s : 	5723	347	0
1732.71s : 	5715	354	0
1734.64s : 	5699	368	0
1734.64s : 	5692	353	0
1736.54s : 	5671	379	0
1736.55s : 	5662	355	0
1738.5s : 	5648	365	0
1738.5s : 	5648	336	0
1741.12s : 	5643	347	0
1743s : 	5635	351	0
1743.01s : 	5629	348	0
1744.09s : 	5624	347	0
1746.02s : 	5618	348	0
1746.02s : 	5608	352	0
1747.93s : 	5597	354	0
1747.93s : 	5582	359	0
1749.28s : 	5563	366	0
1751.18s : 	5541	368	0
1752.2s : 	5526	359	0
1753.23s : 	5508	363	0
1754.33s : 	5487	367	0
1756.33s : 	5463	372	0
1757.54s : 	5453	352	0
1757.54s : 	5437	363	0
1757.54s : 	5430	349	0
1759.47s : 	5425	346	0
1761.37s : 	5425	334	0
1762.49s : 	5425	335	0
1763.81s : 	5425	322	0
1763.81s : 	5423	325	0
1763.82s : 	5418	331	0
1763.82s : 	5413	330	0
1765.82s : 	5400	347	0
1767.72s : 	5393	332	0
1769.63s : 	5383	339	0
1770.73s : 	5370	343	0
1772.64s : 	5353	349	0
1772.64s : 	5321	375	0
1772.64s : 	5293	368	0
1772.64s : 	5288	329	0
1772.64s : 	5276	341	0
1774.53s : 	5264	341	0
1776.46s : 	5243	356	0
1778.48s : 	5233	339	0
1780.42s : 	5220	343	0
1781.51s : 	5208	341	0
1783.49s : 	5200	334	0
1785.42s : 	5198	325	0
1786.92s : 	5192	331	0
1788.48s : 	5186	330	0
1789.52s : 	5179	332	0
1789.52s : 	5168	338	0
1790.65s : 	5157	338	0
1792.6s : 	5149	333	0
1792.6s : 	5149	310	0
1792.6s : 	5149	307	0
1794.53s : 	5146	312	0
1794.53s : 	5142	313	0
1796.46s : 	5135	320	0
1798.42s : 	5128	317	0
1798.42s : 	5121	317	0
1800.35s : 	5111	322	0
1801.51s : 	5106	313	0
1801.51s : 	5101	313	0
1802.61s : 	5087	326	0
1804.59s : 	5081	313	0
1806.51s : 	5073	315	0
1808.46s : 	5064	322	0
1808.46s : 	5055	318	0
1808.46s : 	5042	324	0
1808.46s : 	5026	329	0
1809.59s : 	5002	346	0
1809.59s : 	4993	318	0
1811.54s : 	4984	317	0
1812.64s : 	4969	328	0
1814.63s : 	4954	329	0
1815.72s : 	4941	326	0
1817.62s : 	4940	303	0
1818.7s : 	4919	339	0
1820.64s : 	4913	313	0
1822.07s : 	4908	311	0
1822.07s : 	4901	312	0
1823.11s : 	4896	310	0
1824.82s : 	4895	304	0
1826.71s : 	4895	294	0
1826.71s : 	4892	300	0
1826.72s : 	4888	302	0
1826.72s : 	4879	308	0
1828.63s : 	4871	307	0
1830.55s : 	4868	301	0
1832.49s : 	4868	295	0
1832.49s : 	4868	289	0
1832.49s : 	4865	292	0
1834.44s : 	4865	275	0
1836.39s : 	4862	286	0
1836.39s : 	4858	283	0
1838.31s : 	4847	298	0
1839.56s : 	4832	308	0
1841.5s : 	4817	303	0
1841.5s : 	4800	308	0
1841.5s : 	4779	318	0
1843.42s : 	4758	311	0
1843.43s : 	4738	311	0
1845.45s : 	4715	314	0
1847.38s : 	4698	308	0
1849.3s : 	4689	294	0
1851.2s : 	4676	298	0
1852.38s : 	4661	301	0
1853.45s : 	4644	303	0
1855.14s : 	4618	317	0
1857.07s : 	4607	296	0
1858.96s : 	4601	287	0
1858.96s : 	4592	292	0
1860.02s : 	4583	292	0
1861.12s : 	4580	282	0
1863.05s : 	4574	287	0
1864.96s : 	4571	282	0
1864.96s : 	4563	292	0
1864.97s : 	4560	282	0
1866.87s : 	4556	284	0
1868.8s : 	4553	282	0
1868.81s : 	4547	290	0
1868.82s : 	4541	287	0
1870.76s : 	4537	284	0
1870.77s : 	4531	286	0
1871.87s : 	4531	269	0
1873.8s : 	4528	272	0
1873.81s : 	4522	280	0
1873.81s : 	4513	285	0
1875.44s : 	4504	284	0
1876.53s : 	4488	300	0
1877.64s : 	4477	287	0
1879.47s : 	4463	292	0
1879.47s : 	4456	278	0
1881.39s : 	4447	284	0
1881.39s : 	4435	290	0
1882.56s : 	4431	274	0
1883.64s : 	4417	292	0
1885.67s : 	4413	274	0
1887.61s : 	4407	276	0
1888.69s : 	4397	285	0
1890.61s : 	4384	291	0
1890.62s : 	4368	297	0
1892.56s : 	4358	285	0
1894.3s : 	4342	294	0
1896.02s : 	4332	282	0
1896.02s : 	4319	291	0
1897.49s : 	4306	291	0
1897.49s : 	4306	262	0
1899.41s : 	4303	267	0
1899.41s : 	4300	267	0
1900.77s : 	4300	261	0
1900.77s : 	4294	271	0
1900.77s : 	4285	276	0
1902.69s : 	4275	277	0
1902.7s : 	4262	280	0
1904.61s : 	4253	275	0
1906.64s : 	4253	261	0
1907.74s : 	4250	265	0
1909.68s : 	4244	268	0
1910.84s : 	4244	261	0
1910.84s : 	4237	271	0
1912.39s : 	4232	269	0
1912.39s : 	4222	279	0
1913.48s : 	4214	274	0
1915.23s : 	4214	260	0
1916.32s : 	4213	262	0
1918.25s : 	4207	267	0
1919.34s : 	4206	262	0
1919.34s : 	4206	257	0
1921.28s : 	4206	254	0
1922.87s : 	4204	257	0
1924.02s : 	4195	267	0
1924.02s : 	4189	263	0
1924.02s : 	4180	268	0
1925.87s : 	4164	279	0
1927.72s : 	4147	280	0
1929.7s : 	4128	282	0
1931.66s : 	4118	269	0
1931.67s : 	4111	264	0
1933.6s : 	4106	262	0
1933.6s : 	4106	248	0
1935.55s : 	4103	254	0
1937.47s : 	4099	256	0
1939.42s : 	4091	261	0
1939.42s : 	4080	265	0
1939.42s : 	4070	263	0
1941.44s : 	4062	261	0
1942.54s : 	4058	253	0
1942.54s : 	4052	258	0
1944.46s : 	4052	243	0
1946.38s : 	4049	247	0
1946.38s : 	4043	250	0
1948.29s : 	4039	248	0
1949.47s : 	4039	241	0
1951.47s : 	4033	250	0
1953.38s : 	4030	247	0
1953.38s : 	4024	252	0
1955.02s : 	4017	253	0
1956.93s : 	4014	245	0
1956.93s : 	4008	251	0
1958.82s : 	4007	240	0
1960.27s : 	4003	244	0
1962.16s : 	4000	245	0
1963.64s : 	3997	244	0
1963.64s : 	3991	250	0
1965.55s : 	3985	249	0
1965.55s : 	3976	253	0
1967.38s : 	3961	261	0
1968.79s : 	3952	253	0
1968.8s : 	3946	248	0
1970.78s : 	3940	248	0
1970.78s : 	3938	243	0
1970.79s : 	3930	254	0
1972.7s : 	3919	257	0
1974.6s : 	3905	261	0
1975.68s : 	3899	250	0
1977.59s : 	3885	260	0
1979.51s : 	3872	259	0
1979.51s : 	3869	244	0
1981.38s : 	3869	239	0
1981.38s : 	3866	244	0
1982.5s : 	3865	240	0
1983.56s : 	3865	239	0
1985.56s : 	3862	243	0
1987.49s : 	3853	253	0
1987.49s : 	3850	243	0
1989.42s : 	3850	239	0
1991.38s : 	3845	246	0
1991.38s : 	3843	241	0
1993.33s : 	3835	250	0
1994.78s : 	3835	238	0
1994.78s : 	3835	234	0
1996.76s : 	3835	232	0
1998.04s : 	3832	237	0
1998.04s : 	3826	240	0
1999.98s : 	3823	235	0
2001.91s : 	3818	241	0
2001.91s : 	3818	219	0
2003.83s : 	3814	226	0
2005.21s : 	3808	229	0
2005.21s : 	3798	236	0
2007.16s : 	3793	229	0
2007.16s : 	3784	233	0
2009.02s : 	3777	231	0
2009.02s : 	3767	237	0
2010.96s : 	3756	234	0
2012.17s : 	3749	231	0
2013.25s : 	3740	233	0
2015.21s : 	3728	242	0
2015.21s : 	3711	246	0
2017.16s : 	3699	238	0
2018.58s : 	3684	242	0
2019.67s : 	3672	238	0
2021.62s : 	3666	230	0
2021.62s : 	3663	225	0
2021.63s : 	3659	226	0
2023.21s : 	3654	227	0
2023.21s : 	3646	231	0
2025.13s : 	3636	233	0
2026.23s : 	3620	244	0
2028.15s : 	3606	236	0
2030.1s : 	3592	238	0
2032.76s : 	3589	222	0
2032.76s : 	3589	217	0
2034.25s : 	3589	208	0
2034.25s : 	3586	213	0
2035.8s : 	3578	219	0
2035.81s : 	3574	214	0
2035.81s : 	3570	214	0
2037.77s : 	3562	220	0
2039.76s : 	3553	221	0
2041.67s : 	3540	228	0
2043.62s : 	3526	230	0
2045.56s : 	3514	225	0
2045.57s : 	3512	211	0
2046.65s : 	3512	208	0
2046.65s : 	3509	216	0
2048.58s : 	3503	219	0
2050.49s : 	3491	228	0
2051.59s : 	3481	226	0
2053.54s : 	3467	231	0
2053.54s : 	3458	224	0
2055.47s : 	3447	227	0
2056.9s : 	3438	222	0
2058.89s : 	3434	217	0
2060.8s : 	3431	212	0
2060.8s : 	3425	218	0
2060.8s : 	3421	214	0
2061.88s : 	3420	210	0
2063.81s : 	3420	205	0
2063.81s : 	3420	205	0
2065.68s : 	3418	207	0
2067.03s : 	3416	207	0
2067.03s : 	3416	199	0
2068.66s : 	3413	205	0
2070.54s : 	3407	212	0
2072.44s : 	3397	218	0
2072.44s : 	3387	218	0
2072.44s : 	3384	204	0
2072.44s : 	3373	220	0
2074.37s : 	3363	217	0
2075.98s : 	3362	200	0
2077.18s : 	3360	201	0
2079.12s : 	3353	210	0
2079.12s : 	3348	206	0
2081.08s : 	3346	201	0
2082.97s : 	3343	201	0
2082.97s : 	3340	202	0
2084.9s : 	3337	202	0
2086.1s : 	3330	207	0
2087.97s : 	3321	209	0
2089.06s : 	3316	204	0
2089.06s : 	3305	212	0
2091.02s : 	3294	213	0
2092.52s : 	3288	205	0
2093.61s : 	3275	215	0
2095.5s : 	3265	211	0
2096.69s : 	3253	213	0
2096.7s : 	3248	204	0
2096.7s : 	3240	207	0
2098.36s : 	3235	203	0
2100.07s : 	3228	206	0
2102s : 	3223	204	0
2102s : 	3218	203	0
2103.84s : 	3212	205	0
2103.84s : 	3207	204	0
2103.85s : 	3207	195	0
2105.77s : 	3207	193	0
2105.77s : 	3204	199	0
2107.7s : 	3201	197	0
2109.53s : 	3201	192	0
2110.7s : 	3201	185	0
2111.77s : 	3200	186	0
2113.75s : 	3196	188	0
2113.75s : 	3188	195	0
2115.69s : 	3177	198	0
2116.88s : 	3164	201	0
2116.88s : 	3152	199	0
2118.78s : 	3149	188	0
2120.05s : 	3147	187	0
2122s : 	3142	190	0
2123.9s : 	3134	194	0
2123.9s : 	3125	194	0
2125.83s : 	3116	196	0
2127.73s : 	3114	187	0
2127.74s : 	3109	191	0
2127.74s : 	3106	188	0
2129.66s : 	3099	195	0
2130.77s : 	3090	197	0
2132.19s : 	3080	198	0
2133.44s : 	3073	195	0
2133.44s : 	3061	202	0
2135.39s : 	3045	213	0
2136.47s : 	3036	196	0
2138.07s : 	3028	196	0
2138.08s : 	3021	195	0
2138.08s : 	3021	178	0
2138.08s : 	3021	178	0
2139.98s : 	3021	172	0
2141.07s : 	3020	174	0
2142.98s : 	3014	181	0
2144.93s : 	3005	183	0
2146s : 	2997	182	0
2147.98s : 	2986	185	0
2149.36s : 	2971	192	0
2149.36s : 	2955	192	0
2149.36s : 	2939	192	0
2150.93s : 	2921	197	0
2150.93s : 	2916	179	0
2151.95s : 	2905	187	0
2153.26s : 	2891	190	0
2155.18s : 	2877	190	0
2155.18s : 	2871	180	0
2157.1s : 	2867	177	0
2158.2s : 	2867	173	0
2159.96s : 	2864	177	0
2161.91s : 	2858	182	0
2163.83s : 	2851	182	0
2165.64s : 	2842	185	0
2165.65s : 	2833	185	0
2165.65s : 	2824	185	0
2165.65s : 	2812	190	0
2167.62s : 	2803	185	0
2169s : 	2792	187	0
2170.18s : 	2782	186	0
2172.11s : 	2774	184	0
2172.11s : 	2774	163	0
2174.01s : 	2774	162	0
2174.02s : 	2771	169	0
2175.96s : 	2768	169	0
2177.96s : 	2763	171	0
2177.96s : 	2760	169	0
2177.96s : 	2756	170	0
2179.9s : 	2753	167	0
2181.2s : 	2747	170	0
2182.98s : 	2747	162	0
2182.98s : 	2746	164	0
2184.08s : 	2744	165	0
2186.03s : 	2742	165	0
2187.07s : 	2737	168	0
2188.99s : 	2734	166	0
2190.95s : 	2730	167	0
2190.95s : 	2723	171	0
2190.95s : 	2716	170	0
2192.9s : 	2706	176	0
2193.99s : 	2693	181	0
2195.18s : 	2683	177	0
2197.13s : 	2673	176	0
2199.05s : 	2665	170	0
2199.05s : 	2660	168	0
2200.98s : 	2651	172	0
2200.99s : 	2647	167	0
2202.84s : 	2646	164	0
2202.84s : 	2641	168	0
2204.1s : 	2633	172	0
2205.19s : 	2623	175	0
2206.57s : 	2617	170	0
2208.55s : 	2617	156	0
2208.56s : 	2614	161	0
2208.56s : 	2610	162	0
2210.5s : 	2605	163	0
2212.47s : 	2600	163	0
2212.47s : 	2588	173	0
2214.44s : 	2578	171	0
2214.44s : 	2571	165	0
2215.68s : 	2571	157	0
2217.22s : 	2571	148	0
2218.47s : 	2568	152	0
2220.42s : 	2565	153	0
2222.37s : 	2559	157	0
2224.16s : 	2552	157	0
2224.16s : 	2542	160	0
2226.08s : 	2529	164	0
2227.64s : 	2517	165	0
2227.64s : 	2508	160	0
2228.92s : 	2498	162	0
2228.92s : 	2494	154	0
2230.86s : 	2487	156	0
2232.77s : 	2477	160	0
2233.9s : 	2464	164	0
2235.68s : 	2464	149	0
2235.68s : 	2460	153	0
2237.59s : 	2453	159	0
2237.6s : 	2445	160	0
2239.51s : 	2431	168	0
2240.62s : 	2429	151	0
2242.18s : 	2425	153	0
2243.6s : 	2418	157	0
2243.6s : 	2410	158	0
2243.6s : 	2403	156	0
2245.52s : 	2396	156	0
2245.52s : 	2389	156	0
2245.52s : 	2388	150	0
2246.59s : 	2388	149	0
2246.59s : 	2388	145	0
2248.58s : 	2385	148	0
2250.48s : 	2385	145	0
2252.38s : 	2382	149	0
2254.03s : 	2382	142	0
2255.14s : 	2379	146	0
2255.14s : 	2376	146	0
2257.11s : 	2370	150	0
2259.08s : 	2367	147	0
2261s : 	2361	152	0
2262.2s : 	2356	149	0
2262.2s : 	2353	147	0
2262.2s : 	2350	145	0
2264.13s : 	2350	138	0
2265.43s : 	2349	140	0
2265.43s : 	2348	140	0
2266.55s : 	2347	140	0
2268.52s : 	2345	140	0
2270.45s : 	2340	146	0
2272.41s : 	2333	148	0
2272.41s : 	2328	144	0
2274.3s : 	2320	148	0
2276.29s : 	2312	149	0
2278.24s : 	2299	154	0
2278.24s : 	2286	156	0
2279.35s : 	2275	154	0
2279.35s : 	2264	153	0
2279.35s : 	2262	141	0
2281.26s : 	2256	147	0
2281.26s : 	2253	142	0
2281.26s : 	2253	136	0
2282.37s : 	2253	137	0
2283.6s : 	2250	141	0
2285.12s : 	2250	135	0
2286.87s : 	2247	138	0
2288.82s : 	2242	141	0
2290.75s : 	2235	143	0
2292.66s : 	2231	140	0
2294.58s : 	2223	146	0
2294.58s : 	2215	144	0
2296.52s : 	2210	141	0
2298.47s : 	2210	133	0
2300.21s : 	2209	134	0
2300.22s : 	2204	138	0
2300.22s : 	2197	140	0
2301.57s : 	2184	148	0
2301.57s : 	2176	141	0
2303.43s : 	2175	132	0
2303.44s : 	2172	135	0
2305.32s : 	2170	134	0
2307.2s : 	2167	135	0
2309.08s : 	2166	127	0
2310.33s : 	2116	131	0
2312.28s : 	2067	129	0
2314.21s : 	2067	127	0
2314.22s : 	2004	131	0
2314.22s : 	1941	131	0
2314.22s : 	1878	131	0
2316.01s : 	1829	128	0
2317.99s : 	1766	131	0
2319.1s : 	1704	130	0
2319.1s : 	1655	128	0
2319.1s : 	1606	129	0
2321s : 	1546	125	0
2322.14s : 	1488	121	0
2323.6s : 	1429	107	0
2325.32s : 	1371	107	0
2327.33s : 	1318	102	0
2329.31s : 	1276	91	0
2331.23s : 	1226	92	0
2331.23s : 	1184	91	0
2333.17s : 	1147	89	0
2333.17s : 	1110	88	0
2335.11s : 	1071	85	0
2337.04s : 	1039	87	0
2337.04s : 	1007	76	0
2337.04s : 	977	75	0
2337.04s : 	953	72	0
2338.94s : 	923	76	0
2340.9s : 	923	68	0
2342.91s : 	921	69	0
2344.15s : 	901	71	0
2346s : 	881	71	0
2347.92s : 	867	61	0
2347.92s : 	863	58	0
2349.83s : 	858	54	0
2350.94s : 	853	55	0
2350.94s : 	852	52	0
2350.94s : 	851	53	0
2352.75s : 	848	55	0
2354.26s : 	847	52	0
2356.2s : 	846	53	0
2357.31s : 	846	53	0
2359.27s : 	841	58	0
2361.19s : 	841	55	0
2361.19s : 	840	56	0
2363.09s : 	840	55	0
2363.09s : 	836	58	0
2364.47s : 	834	55	0
2366.37s : 	833	55	0
2367.46s : 	833	54	0
2369.15s : 	830	54	0
2369.15s : 	829	49	0
2369.15s : 	829	49	0
2369.15s : 	828	49	0
2371.08s : 	827	46	0
2373.07s : 	826	48	0
2373.07s : 	821	47	0
2374.98s : 	818	48	0
2376.21s : 	816	50	0
2376.21s : 	812	52	0
2376.21s : 	805	49	0
2378.09s : 	803	51	0
2379.17s : 	803	48	0
2379.17s : 	799	50	0
2380.41s : 	796	46	0
2382.26s : 	792	46	0
2384.19s : 	788	46	0
2385.96s : 	784	50	0
2387.85s : 	781	50	0
2389.75s : 	774	51	0
2389.75s : 	769	49	0
2390.87s : 	759	52	0
2392.82s : 	753	51	0
2394.74s : 	744	48	0
2396.71s : 	736	47	0
2398.61s : 	724	50	0
2398.61s : 	717	50	0
2399.71s : 	703	52	0
2401.64s : 	695	53	0
2403.02s : 	680	46	0
2403.02s : 	670	45	0
2405.01s : 	656	45	0
