24.2913s : 	3557971839	83506985	0
44.5807s : 	3552485593	90437314	0
61.944s : 	3542940267	52975328	0
83.7486s : 	3535358201	44483300	0
84.9623s : 	3527082975	36345327	0
104.407s : 	3522583975	36310150	0
125.243s : 	3517250403	35710277	0
142.815s : 	3511761776	35760678	0
147.647s : 	3506041672	36067318	0
154.843s : 	3500384476	36364572	0
159.504s : 	3491494030	36551152	0
164.349s : 	3485284965	36816084	0
167.952s : 	3475648704	37305097	0
171.729s : 	3468806480	37596655	0
178.649s : 	3459850565	37776783	0
182.51s : 	3450387994	37891464	0
186.747s : 	3443697282	38217552	0
190.715s : 	3433419036	38481753	0
194.699s : 	3425244667	40424475	0
200.15s : 	3417651898	39261946	0
204.88s : 	3411225358	39719841	0
210.797s : 	3404300958	40072086	0
214.763s : 	3396905629	40452186	0
220.271s : 	3389541448	40933379	0
224.757s : 	3382131856	41160701	0
228.377s : 	3374474942	41573525	0
232.119s : 	3366943884	41781214	0
236.718s : 	3359703884	42014748	0
240.995s : 	3352529565	42578909	0
244.715s : 	3344649419	42498591	0
249.038s : 	3336318803	42356475	0
252.933s : 	3324353510	42471705	0
256.98s : 	3312575854	42783331	0
261.061s : 	3304276951	43013520	0
266.197s : 	3292224280	43054271	0
271.918s : 	3280512062	43085957	0
277.448s : 	3269506437	43115279	0
282.66s : 	3257341210	43404524	0
286.697s : 	3247019990	43731685	0
290.771s : 	3234475618	43916109	0
296.005s : 	3221423554	44173595	0
300.454s : 	3208573349	44272380	0
304.476s : 	3195345756	44452428	0
308.491s : 	3182864109	44636919	0
312.514s : 	3170101304	44847260	0
316.494s : 	3156593874	45194707	0
320.694s : 	3143156815	45410099	0
324.719s : 	3129707564	45277395	0
329.409s : 	3115844407	45625083	0
336.55s : 	3102150091	45892848	0
340.239s : 	3092760293	45920137	0
344.063s : 	3080192479	46064531	0
349.033s : 	3066069314	46371730	0
354.566s : 	3052971582	45695014	0
359.456s : 	3039335328	46012150	0
364.352s : 	3024922480	45985052	0
365.9s : 	3010191797	46325246	0
372.15s : 	2996263964	46467632	0
377.028s : 	2981746548	46561316	0
382.237s : 	2966968935	46935055	0
386.653s : 	2952266949	46292181	0
391.088s : 	2938029354	45540523	0
395.327s : 	2923790625	45764718	0
396.942s : 	2906337373	48604119	0
400.088s : 	2900744375	46525496	0
404.028s : 	2885807583	46249091	0
408.083s : 	2870790833	46425943	0
412.172s : 	2855964279	46644738	0
416.096s : 	2840796294	46456981	0
424.318s : 	2826536042	46505696	0
431.972s : 	2811283517	46464033	0
437.13s : 	2795159595	45684843	0
442.577s : 	2780042757	45466827	0
447.838s : 	2765815716	45460560	0
454.539s : 	2751845687	45238315	0
460.993s : 	2736794550	45136184	0
470.745s : 	2727856491	44585875	0
478.419s : 	2713136674	44447074	0
482.496s : 	2699304164	42898700	0
486.82s : 	2685584061	42137644	0
488.348s : 	2671986481	42408204	0
489.769s : 	2659099205	40387097	0
493.688s : 	2649703367	39475762	0
497.556s : 	2639916920	39368459	0
501.425s : 	2630438365	39221886	0
505.203s : 	2620788661	38700428	0
509.34s : 	2608081307	38448548	0
519.971s : 	2598993480	38360241	0
528.787s : 	2589686528	38385206	0
531.053s : 	2577445255	38918620	0
536.199s : 	2564874732	38341391	0
537.669s : 	2552856911	38334941	0
545.056s : 	2543195570	38366391	0
546.501s : 	2531106746	38394152	0
