runtime 	  walksum  	 nwalks  	  used_edges[0] 	 steps_per_walk  	  total_edges  	  utilization  
12.1479s : 	937566	656	1235	1.88262	33554373	3.68059e-05
12.2085s : 	937185	537	314	0.58473	33554414	9.35793e-06
12.273s : 	937103	640	978	1.52813	33554357	2.91467e-05
12.3291s : 	937052	570	820	1.4386	33554382	2.44379e-05
12.3956s : 	937018	586	686	1.17065	33554422	2.04444e-05
12.4623s : 	936854	687	1439	2.09461	33554417	4.28856e-05
12.5333s : 	936726	690	1261	1.82754	33554417	3.75807e-05
12.5984s : 	936648	677	970	1.43279	33554424	2.89083e-05
12.6632s : 	936545	661	1100	1.66415	33554398	3.27826e-05
12.7277s : 	936459	638	934	1.46395	33554402	2.78354e-05
12.7962s : 	936277	637	1531	2.40345	33554391	4.56274e-05
12.8643s : 	935684	635	233	0.366929	33554430	6.94394e-06
12.929s : 	935102	634	193	0.304416	33554417	5.75185e-06
12.9901s : 	934851	360	278	0.772222	33551548	8.28576e-06
13.0423s : 	934281	633	155	0.244866	33554360	4.61937e-06
13.1045s : 	933704	633	174	0.274882	33554365	5.18561e-06
13.1764s : 	933116	633	221	0.349131	33554136	6.58637e-06
13.2375s : 	932541	633	196	0.309637	33554418	5.84126e-06
13.3045s : 	932275	390	295	0.75641	33554426	8.79169e-06
13.3765s : 	931722	631	220	0.348653	33554362	6.55652e-06
13.4443s : 	931160	630	219	0.347619	33554429	6.52671e-06
13.5062s : 	930638	630	367	0.58254	33554378	1.09375e-05
13.5585s : 	930124	628	278	0.442675	33554403	8.28505e-06
13.6205s : 	929593	628	410	0.652866	33554431	1.2219e-05
13.6855s : 	929078	627	202	0.322169	33554308	6.02009e-06
13.7261s : 	929049	627	941	1.5008	33554401	2.8044e-05
13.79s : 	928983	626	720	1.15016	33553660	2.14582e-05
13.8611s : 	928865	674	1279	1.89763	33554419	3.81172e-05
13.9229s : 	928815	626	857	1.36901	33554431	2.55406e-05
13.9773s : 	928733	680	934	1.37353	33554411	2.78354e-05
14.0511s : 	928604	694	1120	1.61383	33554429	3.33786e-05
14.107s : 	928401	752	1222	1.625	33554421	3.64185e-05
14.1763s : 	928283	626	1264	2.01917	33554396	3.76702e-05
14.2347s : 	927947	509	521	1.02358	33554428	1.5527e-05
14.3018s : 	927805	627	1327	2.11643	33554384	3.95477e-05
14.3567s : 	927716	626	1070	1.70927	33554370	3.18885e-05
14.4185s : 	927597	696	1075	1.54454	33554350	3.20376e-05
14.478s : 	927445	626	1408	2.2492	33554412	4.19617e-05
14.5471s : 	927341	626	1130	1.80511	33554387	3.36767e-05
14.6101s : 	927290	573	879	1.53403	33554401	2.61963e-05
14.6693s : 	927061	717	1478	2.06137	33554429	4.40478e-05
14.7258s : 	926742	511	491	0.960861	33554381	1.4633e-05
14.7843s : 	926433	510	489	0.958824	33554378	1.45734e-05
14.8383s : 	926120	498	565	1.13454	33554362	1.68383e-05
14.8916s : 	925934	346	425	1.22832	33554426	1.2666e-05
14.9636s : 	925782	626	1347	2.15176	33554414	4.01438e-05
15.027s : 	925684	626	1019	1.6278	33554416	3.03686e-05
15.0761s : 	925393	529	564	1.06616	33554430	1.68085e-05
15.145s : 	925212	743	1176	1.58277	33554255	3.50477e-05
15.204s : 	925032	706	1315	1.86261	33554362	3.91901e-05
15.2641s : 	924769	463	408	0.881209	33554422	1.21594e-05
15.3334s : 	924678	626	1027	1.64058	33554409	3.0607e-05
15.3912s : 	924426	780	1492	1.91282	33554346	4.44652e-05
15.4529s : 	924162	451	562	1.24612	33554380	1.67489e-05
15.5177s : 	924008	629	1374	2.18442	33554407	4.09484e-05
15.5813s : 	923743	460	604	1.31304	33554416	1.80006e-05
15.6279s : 	923624	626	1055	1.6853	33554369	3.14415e-05
15.6815s : 	923532	625	1031	1.6496	33554239	3.07264e-05
15.7449s : 	923410	669	1155	1.72646	33554409	3.44217e-05
15.8045s : 	923301	669	1051	1.571	33554430	3.13222e-05
15.8643s : 	923199	630	987	1.56667	33554305	2.9415e-05
15.9321s : 	923084	721	936	1.2982	33553395	2.78958e-05
15.9868s : 	922966	716	925	1.2919	33554423	2.75672e-05
16.0416s : 	922858	683	951	1.39239	33554322	2.83421e-05
16.0961s : 	922688	763	963	1.26212	33554396	2.86997e-05
16.1664s : 	922511	761	1189	1.56242	33554424	3.5435e-05
16.2218s : 	922378	659	1159	1.75873	33554428	3.45409e-05
16.2787s : 	922207	711	1171	1.64698	33554432	3.48985e-05
16.3474s : 	922075	626	1190	1.90096	33554424	3.54648e-05
16.4101s : 	921935	640	1253	1.95781	33554419	3.73423e-05
16.4698s : 	921754	690	1448	2.09855	33554382	4.31538e-05
16.5293s : 	921565	641	1482	2.31201	33554391	4.41671e-05
16.5914s : 	921259	505	510	1.0099	33554421	1.51992e-05
16.6559s : 	921070	676	1511	2.23521	33554336	4.50314e-05
16.7136s : 	920853	758	1262	1.66491	33554415	3.76105e-05
16.791s : 	920733	626	1139	1.81949	33554363	3.39449e-05
16.8493s : 	920568	671	1309	1.95082	33554327	3.90114e-05
16.9104s : 	920463	626	996	1.59105	33554396	2.96831e-05
16.9761s : 	920306	658	1313	1.99544	33554404	3.91305e-05
17.0383s : 	920149	714	1269	1.77731	33553847	3.78198e-05
17.0979s : 	919879	808	1718	2.12624	33554423	5.12004e-05
17.1686s : 	919635	773	1589	2.05563	33554413	4.73559e-05
17.229s : 	919377	768	1590	2.07031	33554424	4.73857e-05
17.286s : 	919166	725	1500	2.06897	33554430	4.47035e-05
17.3648s : 	919047	626	1179	1.88339	33554427	3.51369e-05
17.42s : 	918731	558	419	0.750896	33554310	1.24872e-05
17.4802s : 	918583	646	1173	1.81579	33554406	3.49581e-05
17.546s : 	918481	596	1020	1.71141	33554393	3.03984e-05
17.5987s : 	918155	552	544	0.985507	33553626	1.62129e-05
17.6617s : 	918038	626	1099	1.75559	33554281	3.27529e-05
17.7227s : 	917897	695	1121	1.61295	33554394	3.34084e-05
17.785s : 	917784	625	1040	1.664	33554404	3.09944e-05
17.847s : 	917665	703	904	1.28592	33554411	2.69413e-05
17.9031s : 	917550	715	873	1.22098	33554404	2.60174e-05
17.9634s : 	917452	628	893	1.42197	33552293	2.66152e-05
18.0304s : 	917345	638	1084	1.69906	33554372	3.23058e-05
18.084s : 	917260	699	817	1.16881	33554317	2.43486e-05
18.1216s : 	917235	143	334	2.33566	33554426	9.95398e-06
18.1826s : 	917138	693	885	1.27706	33554432	2.63751e-05
18.2462s : 	917033	640	1111	1.73594	33554417	3.31104e-05
18.3032s : 	916938	594	924	1.55556	33554411	2.75374e-05
18.3709s : 	916797	679	1331	1.96024	33554369	3.9667e-05
18.433s : 	916660	629	1227	1.95072	33553764	3.65682e-05
18.492s : 	916330	535	744	1.39065	33554417	2.21729e-05
18.551s : 	916217	246	462	1.87805	33554376	1.37687e-05
18.614s : 	916104	653	1184	1.81317	33554426	3.5286e-05
18.6702s : 	915976	677	1171	1.72969	33554420	3.48985e-05
18.7302s : 	915798	755	1295	1.71523	33554364	3.85941e-05
18.781s : 	915687	251	390	1.55378	33554400	1.16229e-05
18.8449s : 	915565	633	976	1.54186	33554412	2.90871e-05
18.9036s : 	915397	754	1008	1.33687	33554422	3.00408e-05
18.9769s : 	915259	631	1170	1.8542	33554361	3.48688e-05
19.0217s : 	915248	38	99	2.60526	33554401	2.95043e-06
19.0837s : 	915013	752	1577	2.09707	33553981	4.69989e-05
19.143s : 	914888	644	1150	1.78571	33554408	3.42727e-05
19.2093s : 	914738	629	1227	1.95072	33554389	3.65675e-05
19.2751s : 	914623	643	1067	1.65941	33554231	3.17993e-05
19.3416s : 	914554	628	733	1.1672	33554243	2.18452e-05
19.4044s : 	914422	687	1178	1.7147	33554420	3.51071e-05
19.4628s : 	914121	488	469	0.961066	33554355	1.39773e-05
19.5187s : 	914004	628	1084	1.72611	33554391	3.23058e-05
19.5896s : 	913934	628	798	1.2707	33554413	2.37823e-05
19.6513s : 	913799	700	1039	1.48429	33554423	3.09646e-05
19.7144s : 	913624	628	1386	2.20701	33554428	4.1306e-05
19.7887s : 	913509	626	1070	1.70927	33554347	3.18886e-05
19.8497s : 	913338	735	1235	1.68027	33554399	3.68059e-05
19.9134s : 	913229	627	1079	1.72089	33554431	3.21567e-05
19.9845s : 	913145	627	862	1.3748	33554432	2.56896e-05
20.0402s : 	912993	662	1177	1.77795	33554225	3.50776e-05
20.0953s : 	912873	627	1125	1.79426	33554412	3.35276e-05
20.1724s : 	912797	641	762	1.18877	33554419	2.27094e-05
20.2313s : 	912684	725	798	1.10069	33554421	2.37823e-05
20.2819s : 	912545	748	852	1.13904	33554419	2.53916e-05
20.3494s : 	912441	628	922	1.46815	33554348	2.74778e-05
20.4139s : 	912326	664	969	1.45934	33554349	2.88785e-05
20.4706s : 	912155	698	1474	2.11175	33554428	4.39286e-05
20.5444s : 	911975	628	1464	2.33121	33554431	4.36306e-05
20.5981s : 	911756	412	348	0.84466	33554387	1.03712e-05
20.6596s : 	911636	628	1132	1.80255	33554430	3.37362e-05
20.7173s : 	911394	437	426	0.974828	33554428	1.26958e-05
20.782s : 	911284	678	1164	1.71681	33554379	3.469e-05
20.8457s : 	911188	628	1048	1.66879	33554426	3.12328e-05
20.909s : 	911055	627	1232	1.96491	33554381	3.67165e-05
20.9703s : 	910937	627	1103	1.75917	33554429	3.2872e-05
21.032s : 	910818	626	1009	1.61182	33554088	3.00709e-05
21.0917s : 	910739	658	891	1.3541	33554363	2.65539e-05
21.1568s : 	910607	644	1268	1.96894	33554409	3.77894e-05
21.2171s : 	910500	626	903	1.44249	33554432	2.69115e-05
21.2752s : 	910423	203	232	1.14286	33553979	6.91423e-06
21.3395s : 	910275	725	1236	1.70483	33554417	3.68357e-05
21.3925s : 	910121	780	855	1.09615	33554403	2.5481e-05
21.4566s : 	910019	626	1056	1.6869	33554364	3.14713e-05
21.5227s : 	909916	626	1130	1.80511	33554428	3.36766e-05
21.5867s : 	909785	627	1141	1.81978	33554403	3.40045e-05
21.6262s : 	909751	298	512	1.71812	33553421	1.52592e-05
21.6795s : 	909564	628	1453	2.31369	33554402	4.33028e-05
21.7535s : 	909435	627	1130	1.80223	33554422	3.36766e-05
21.8093s : 	909212	743	1339	1.80215	33554395	3.99054e-05
21.8674s : 	909012	748	1332	1.78075	33554405	3.96967e-05
21.932s : 	908867	650	1214	1.86769	33554399	3.61801e-05
21.9943s : 	908744	626	985	1.57348	33554422	2.93553e-05
22.055s : 	908639	627	941	1.5008	33554402	2.8044e-05
22.1237s : 	908501	627	1119	1.78469	33554419	3.33488e-05
22.184s : 	908373	668	1139	1.70509	33554287	3.3945e-05
22.2543s : 	908130	798	1585	1.98622	33554399	4.72367e-05
22.3127s : 	907972	670	1248	1.86269	33554424	3.71933e-05
22.3821s : 	907819	632	1280	2.02532	33554417	3.8147e-05
22.4496s : 	907672	706	1188	1.68272	33554419	3.54052e-05
22.5088s : 	907533	657	1234	1.87823	33554406	3.67761e-05
22.5777s : 	907360	642	1241	1.93302	33554426	3.69847e-05
22.6372s : 	907176	736	1316	1.78804	33554389	3.92199e-05
22.7003s : 	907030	630	1230	1.95238	33554405	3.66569e-05
22.7793s : 	906867	687	1354	1.97089	33554394	4.03524e-05
22.8516s : 	906757	630	1113	1.76667	33554397	3.317e-05
22.9103s : 	906582	691	1398	2.02315	33554409	4.16637e-05
22.9736s : 	906440	630	1315	2.0873	33554402	3.91901e-05
23.0255s : 	906346	380	845	2.22368	33554410	2.5183e-05
23.0823s : 	906232	629	1123	1.78537	33554425	3.3468e-05
23.146s : 	906081	456	680	1.49123	33554362	2.02656e-05
23.2091s : 	905922	630	1276	2.0254	33554365	3.80278e-05
23.2731s : 	905848	628	865	1.37739	33554377	2.57791e-05
23.3316s : 	905723	628	1032	1.64331	33554412	3.0756e-05
23.3924s : 	905574	726	1098	1.5124	33554419	3.2723e-05
23.4489s : 	905340	756	1503	1.9881	33554351	4.4793e-05
23.513s : 	905205	628	1234	1.96497	33554428	3.67761e-05
23.573s : 	905048	472	843	1.78602	33554409	2.51234e-05
23.6328s : 	904901	650	1280	1.96923	33554246	3.81472e-05
23.6884s : 	904796	636	913	1.43553	33554186	2.72097e-05
23.74s : 	904672	628	1061	1.68949	33554414	3.16203e-05
23.8005s : 	904518	664	1147	1.72741	33554256	3.41834e-05
23.8705s : 	904364	629	1202	1.91097	33554424	3.58224e-05
23.9442s : 	904251	628	857	1.36465	33554342	2.55407e-05
24.0088s : 	904156	629	909	1.44515	33554406	2.70903e-05
24.0657s : 	904077	631	761	1.20602	33554418	2.26796e-05
24.1261s : 	903958	692	927	1.3396	33554406	2.76268e-05
24.1935s : 	903816	632	1163	1.84019	33554423	3.46601e-05
24.2655s : 	903714	629	936	1.48808	33544908	2.79029e-05
24.3284s : 	903625	628	825	1.31369	33554403	2.45869e-05
24.4018s : 	903458	494	716	1.44939	33554414	2.13385e-05
24.4627s : 	903268	541	764	1.4122	33554382	2.2769e-05
24.5285s : 	903142	628	1152	1.83439	33554351	3.43324e-05
24.5881s : 	903067	628	825	1.31369	33554419	2.45869e-05
24.6555s : 	902916	628	1218	1.93949	33554413	3.62993e-05
24.7049s : 	902803	612	1015	1.6585	33554431	3.02494e-05
24.7733s : 	902621	730	1239	1.69726	33554419	3.69251e-05
24.8304s : 	902393	747	1379	1.84605	33554414	4.10974e-05
24.8944s : 	902206	786	1062	1.35115	33554432	3.16501e-05
24.9527s : 	902090	638	1172	1.83699	33554324	3.49284e-05
25.0162s : 	901910	693	1138	1.64214	33554430	3.3915e-05
25.0859s : 	901772	629	1044	1.65978	33554406	3.11137e-05
25.1431s : 	901608	664	1367	2.05873	33554425	4.07398e-05
25.202s : 	901435	658	1446	2.19757	33554430	4.30942e-05
25.2698s : 	901320	630	1061	1.68413	33554432	3.16203e-05
25.3247s : 	901189	687	1045	1.52111	33554365	3.11435e-05
25.3943s : 	900992	732	1245	1.70082	33554422	3.71039e-05
25.4336s : 	900953	263	441	1.67681	33554423	1.31428e-05
25.4925s : 	900795	630	1271	2.01746	33554399	3.78788e-05
25.5499s : 	900656	669	1074	1.60538	33554429	3.20077e-05
25.6246s : 	900489	640	1253	1.95781	33554366	3.73424e-05
25.6901s : 	900395	631	893	1.41521	33554397	2.66135e-05
25.7453s : 	900289	660	987	1.49545	33554385	2.94149e-05
25.8084s : 	900131	762	812	1.06562	33554419	2.41995e-05
25.8642s : 	899936	526	707	1.34411	33554405	2.10703e-05
25.9273s : 	899838	642	968	1.50779	33554406	2.88487e-05
25.9854s : 	899722	635	1101	1.73386	33554328	3.28125e-05
26.0449s : 	899609	632	846	1.33861	33554418	2.52128e-05
26.0993s : 	899489	638	1050	1.64577	33551692	3.1295e-05
26.1577s : 	899323	729	1077	1.47737	33554084	3.20974e-05
26.2187s : 	899204	630	987	1.56667	33554381	2.94149e-05
26.2825s : 	899109	632	905	1.43196	33554407	2.69711e-05
26.3503s : 	899007	637	924	1.45055	33554416	2.75374e-05
26.3975s : 	898819	524	603	1.15076	33554364	1.79708e-05
26.459s : 	898718	691	1084	1.56874	33554408	3.23057e-05
26.5261s : 	898555	632	1271	2.01108	33554415	3.78788e-05
26.584s : 	898326	565	789	1.39646	33554419	2.3514e-05
26.6533s : 	898227	629	961	1.52782	33554424	2.864e-05
