50763733	13972284	0.275241
61619225	14294406	0.23198
62158909	6042987	0.0972184
62408811	6329246	0.101416
62090298	6617425	0.106577
66310796	1438787	0.0216976
63538502	7728023	0.121627
63690748	6199702	0.0973407
61619225	9738272	0.15804
50763733	10595580	0.208723
63788720	6882148	0.10789
63900786	6482678	0.101449
64142633	6521725	0.101675
63538502	7637831	0.120208
61619225	10100757	0.163922
64137261	6777838	0.105677
64827935	5455188	0.0841487
65034363	5044521	0.077567
63648661	2446422	0.0384363
61619225	6745192	0.109466
66258322	2631290	0.0397126
50763733	8541885	0.168267
66177671	2944209	0.0444895
63690748	5538193	0.0869544
66196444	3100614	0.0468396
63538502	5821588	0.091623
65720758	3082682	0.0469058
66088831	3401436	0.0514676
65364430	5522195	0.0844832
61619225	7303275	0.118523
63788720	5621997	0.0881347
65555374	5311492	0.081023
64142633	4906751	0.0764975
64941673	4796533	0.0738591
62408811	4971626	0.0796622
50763733	7350593	0.1448
63900786	5392685	0.0843915
61619225	7148513	0.116011
62158909	5327124	0.0857017
63538502	5716463	0.0899685
62090298	4910517	0.0790867
64137261	4977498	0.077607
63690748	4587095	0.0720214
64827935	4027428	0.0621249
61619225	5236602	0.0849833
50763733	4897974	0.0964857
65034363	3770903	0.0579832
63788720	3811490	0.0597518
66310796	2859622	0.0431245
63538502	3346983	0.0526765
64142633	3201748	0.0499161
63648661	2478579	0.0389416
66258322	2447105	0.0369328
61619225	3434954	0.0557448
65364430	2704530	0.0413762
63900786	2652105	0.0415035
66177671	2492954	0.0376706
66196444	2397648	0.0362202
62408811	2646964	0.0424133
65720758	2201785	0.0335021
50763733	2884037	0.0568129
65555374	2359306	0.0359895
66088831	2322121	0.0351364
63690748	2335482	0.0366691
64941673	2115399	0.0325738
61619225	2626078	0.0426178
64137261	2184284	0.0340564
63538502	2366648	0.0372475
63788720	1955411	0.0306545
62158909	1896964	0.030518
64827935	1780505	0.0274651
62090298	1747017	0.0281367
64142633	1580592	0.0246418
65034363	1439266	0.0221309
50763733	1539776	0.0303322
61619225	1519945	0.0246667
63900786	1168587	0.0182875
66310796	955422	0.0144082
65364430	918899	0.0140581
63648661	926871	0.0145623
66258322	842423	0.0127142
62408811	855580	0.0137093
63538502	823542	0.0129613
63690748	810367	0.0127235
66177671	725696	0.0109659
66196444	673947	0.010181
65555374	590484	0.00900741
65720758	549369	0.00835914
64137261	525153	0.00818796
63788720	529846	0.00830626
61619225	562608	0.0091304
66088831	438258	0.00663135
64941673	424415	0.00653533
50763733	444367	0.00875363
64827935	330289	0.00509486
64142633	329929	0.00514368
62158909	324279	0.00521694
62090298	255461	0.00411435
65034363	249613	0.00383817
63900786	232084	0.00363194
63538502	216776	0.00341173
66310796	151817	0.00228948
65364430	151632	0.00231979
62408811	122776	0.00196729
63648661	121592	0.00191036
61619225	123259	0.00200033
63690748	120366	0.00188985
66258322	107620	0.00162425
66177671	72769	0.0010996
63788720	63951	0.00100254
66196444	61233	0.000925019
50763733	62329	0.00122783
64137261	58245	0.00090813
65555374	58229	0.000888241
62158909	16759	0.000269615
65720758	42623	0.000648547
66088831	27146	0.00041075
64827935	25332	0.000390757
62090298	12011	0.000193444
64142633	24758	0.000385984
62408811	7344	0.000117676
66310796	6914	0.000104267
64941673	23267	0.000358275
63538502	16732	0.000263336
61619225	12311	0.000199792
63900786	11799	0.000184646
65034363	11522	0.000177168
65364430	6337	9.69488e-05
63648661	5021	7.88862e-05
63690748	3763	5.90824e-05
50763733	3069	6.04565e-05
63788720	2683	4.20607e-05
66258322	2508	3.78518e-05
66177671	2035	3.07506e-05
66196444	1318	1.99104e-05
64137261	1366	2.12981e-05
62158909	558	8.97699e-06
65555374	1037	1.58187e-05
62090298	351	5.65306e-06
65720758	411	6.25373e-06
62408811	233	3.73345e-06
64827935	346	5.33721e-06
66310796	107	1.61361e-06
64142633	301	4.69267e-06
63648661	6	9.42675e-08
61619225	275	4.46289e-06
63538502	255	4.01331e-06
66088831	225	3.40451e-06
64941673	81	1.24727e-06
63900786	78	1.22064e-06
65364430	21	3.21276e-07
65034363	17	2.614e-07
66258322	1	1.50924e-08
66177671	1	1.51108e-08
63690748	6	9.42052e-08
63788720	5	7.83838e-08
50763733	3	5.90973e-08
